objective,world,ablation,seed,abstraction_count,alive_count,graph_depth,dag_width,mean_lifetime,mean_exposure_lifetime,mean_reuse,valid_reuse,raw_transfer_reuse,valid_transfer_reuse,transfer_correctness,graph_compression_ratio,semantic_subsumption_ratio,branching_factor,hierarchy_emergence_time,births,deaths,regime,implementation
accuracy,random,standard,0,15,0,1,0,7.2,0.2,1.2,3,0,0,0.0,50.0,0.0,0.0,0,15,15,collapse,dag
accuracy,random,equal_abstraction_budget,0,15,0,1,0,7.2,0.2,1.2,3,0,0,0.0,50.0,0.0,0.0,0,15,15,collapse,dag
accuracy,random,remove_composition,0,2,0,1,0,1.5,0.0,1.0,0,0,0,0.0,50.0,0.0,0.0,0,2,2,collapse,dag
accuracy,random,remove_hierarchy,0,15,0,1,0,7.2,0.2,1.2,3,0,0,0.0,50.0,0.0,0.0,0,15,15,collapse,dag
accuracy,no_regularities,standard,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
accuracy,no_regularities,equal_abstraction_budget,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
accuracy,no_regularities,remove_composition,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
accuracy,no_regularities,remove_hierarchy,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
accuracy,hierarchical,standard,0,48,42,2,38,4.604166666666667,3.625,3.75,174,160,156,0.975,1.1904761904761905,1.0,0.16666666666666666,39,48,6,mixed,dag
accuracy,hierarchical,equal_abstraction_budget,0,49,35,2,34,5.122448979591836,3.4693877551020407,3.5918367346938775,170,146,145,0.9931506849315068,1.4285714285714286,1.0,0.20408163265306123,39,49,14,mixed,dag
accuracy,hierarchical,remove_composition,0,9,5,1,5,10.777777777777779,9.444444444444445,9.88888888888889,85,38,38,1.0,10.0,0.0,0.0,0,9,4,flat_reusable_features,dag
accuracy,hierarchical,remove_hierarchy,0,44,38,1,38,4.9772727272727275,3.909090909090909,4.045454545454546,172,151,149,0.9867549668874173,1.3157894736842106,0.0,0.0,0,44,6,flat_reusable_features,dag
accuracy,compositional,standard,0,48,42,2,38,4.604166666666667,3.625,3.75,174,193,188,0.9740932642487047,1.1904761904761905,1.0,0.16666666666666666,39,48,6,mixed,dag
accuracy,compositional,equal_abstraction_budget,0,49,35,2,34,5.122448979591836,3.4693877551020407,3.5918367346938775,170,162,161,0.9938271604938271,1.4285714285714286,1.0,0.20408163265306123,39,49,14,mixed,dag
accuracy,compositional,remove_composition,0,9,5,1,5,10.777777777777779,9.444444444444445,9.88888888888889,85,53,53,1.0,10.0,0.0,0.0,0,9,4,flat_reusable_features,dag
accuracy,compositional,remove_hierarchy,0,44,38,1,38,4.9772727272727275,3.909090909090909,4.045454545454546,172,158,157,0.9936708860759493,1.3157894736842106,0.0,0.0,0,44,6,flat_reusable_features,dag
accuracy,partial,standard,0,49,33,2,33,4.510204081632653,1.183673469387755,1.510204081632653,58,37,29,0.7837837837837838,1.5151515151515151,1.0,0.04081632653061224,7,49,16,mixed,dag
accuracy,partial,equal_abstraction_budget,0,49,33,2,33,4.510204081632653,1.183673469387755,1.510204081632653,58,37,29,0.7837837837837838,1.5151515151515151,1.0,0.04081632653061224,7,49,16,mixed,dag
accuracy,partial,remove_composition,0,14,5,1,5,7.428571428571429,3.857142857142857,4.5,54,23,19,0.8260869565217391,10.0,0.0,0.0,0,14,9,flat_reusable_features,dag
accuracy,partial,remove_hierarchy,0,49,33,1,33,4.551020408163265,1.183673469387755,1.510204081632653,58,37,29,0.7837837837837838,1.5151515151515151,0.0,0.0,0,49,16,flat_memory,dag
accuracy,anti_compositional,standard,0,41,35,2,33,5.365853658536586,4.2926829268292686,4.439024390243903,176,145,145,1.0,1.4285714285714286,1.0,0.0975609756097561,31,41,6,reusable_feature_graph,dag
accuracy,anti_compositional,equal_abstraction_budget,0,41,35,2,33,5.365853658536586,4.2926829268292686,4.439024390243903,176,145,145,1.0,1.4285714285714286,1.0,0.0975609756097561,31,41,6,reusable_feature_graph,dag
accuracy,anti_compositional,remove_composition,0,5,4,1,4,15.2,13.6,13.8,68,34,34,1.0,12.5,0.0,0.0,0,5,1,flat_reusable_features,dag
accuracy,anti_compositional,remove_hierarchy,0,34,27,1,27,6.117647058823529,4.764705882352941,4.970588235294118,162,105,105,1.0,1.8518518518518519,0.0,0.0,0,34,7,flat_reusable_features,dag
compression,random,standard,0,15,0,1,0,7.2,0.2,1.2,3,0,0,0.0,50.0,0.0,0.0,0,15,15,collapse,dag
compression,random,equal_abstraction_budget,0,15,0,1,0,7.2,0.2,1.2,3,0,0,0.0,50.0,0.0,0.0,0,15,15,collapse,dag
compression,random,remove_composition,0,2,0,1,0,1.5,0.0,1.0,0,0,0,0.0,50.0,0.0,0.0,0,2,2,collapse,dag
compression,random,remove_hierarchy,0,15,0,1,0,7.2,0.2,1.2,3,0,0,0.0,50.0,0.0,0.0,0,15,15,collapse,dag
compression,no_regularities,standard,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
compression,no_regularities,equal_abstraction_budget,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
compression,no_regularities,remove_composition,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
compression,no_regularities,remove_hierarchy,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
compression,hierarchical,standard,0,46,41,2,32,5.108695652173913,4.739130434782608,4.8478260869565215,218,158,157,0.9936708860759493,1.2195121951219512,1.0,0.43478260869565216,22,46,5,reusable_feature_graph,dag
compression,hierarchical,equal_abstraction_budget,0,47,35,2,28,5.851063829787234,4.553191489361702,4.659574468085107,214,143,143,1.0,1.4285714285714286,1.0,0.46808510638297873,22,47,12,reusable_feature_graph,dag
compression,hierarchical,remove_composition,0,9,5,1,5,10.88888888888889,9.555555555555555,10.0,86,38,38,1.0,10.0,0.0,0.0,0,9,4,flat_reusable_features,dag
compression,hierarchical,remove_hierarchy,0,28,24,1,24,6.785714285714286,6.357142857142857,6.5,178,104,104,1.0,2.0833333333333335,0.0,0.0,0,28,4,flat_reusable_features,dag
compression,compositional,standard,0,46,41,2,32,5.108695652173913,4.739130434782608,4.8478260869565215,218,190,190,1.0,1.2195121951219512,1.0,0.43478260869565216,22,46,5,reusable_feature_graph,dag
compression,compositional,equal_abstraction_budget,0,47,35,2,28,5.851063829787234,4.553191489361702,4.659574468085107,214,165,165,1.0,1.4285714285714286,1.0,0.46808510638297873,22,47,12,reusable_feature_graph,dag
compression,compositional,remove_composition,0,9,5,1,5,10.88888888888889,9.555555555555555,10.0,86,53,53,1.0,10.0,0.0,0.0,0,9,4,flat_reusable_features,dag
compression,compositional,remove_hierarchy,0,28,24,1,24,6.785714285714286,6.357142857142857,6.5,178,108,108,1.0,2.0833333333333335,0.0,0.0,0,28,4,flat_reusable_features,dag
compression,partial,standard,0,49,36,2,29,3.5918367346938775,1.9387755102040816,2.204081632653061,95,50,42,0.84,1.3888888888888888,1.0,0.2857142857142857,18,49,13,mixed,dag
compression,partial,equal_abstraction_budget,0,49,35,2,28,3.857142857142857,1.9387755102040816,2.204081632653061,95,50,42,0.84,1.4285714285714286,1.0,0.2857142857142857,18,49,14,mixed,dag
compression,partial,remove_composition,0,14,5,1,5,7.357142857142857,3.7857142857142856,4.428571428571429,53,23,19,0.8260869565217391,10.0,0.0,0.0,0,14,9,flat_reusable_features,dag
compression,partial,remove_hierarchy,0,25,14,1,14,5.6,2.84,3.28,71,33,29,0.8787878787878788,3.5714285714285716,0.0,0.0,0,25,11,flat_memory,dag
compression,anti_compositional,standard,0,37,34,2,28,6.351351351351352,5.54054054054054,5.621621621621622,205,141,141,1.0,1.4705882352941178,1.0,0.3783783783783784,14,37,3,reusable_feature_graph,dag
compression,anti_compositional,equal_abstraction_budget,0,37,34,2,28,6.351351351351352,5.54054054054054,5.621621621621622,205,141,141,1.0,1.4705882352941178,1.0,0.3783783783783784,14,37,3,reusable_feature_graph,dag
compression,anti_compositional,remove_composition,0,5,4,1,4,15.0,13.6,13.8,68,34,34,1.0,12.5,0.0,0.0,0,5,1,flat_reusable_features,dag
compression,anti_compositional,remove_hierarchy,0,22,19,1,19,8.636363636363637,7.136363636363637,7.2727272727272725,157,89,89,1.0,2.6315789473684212,0.0,0.0,0,22,3,flat_reusable_features,dag
lifetime_reuse,random,standard,0,37,14,1,14,5.5675675675675675,0.16216216216216217,0.7837837837837838,6,34,15,0.4411764705882353,3.5714285714285716,0.0,0.0,0,37,23,flat_memory,dag
lifetime_reuse,random,equal_abstraction_budget,0,37,14,1,14,5.5675675675675675,0.16216216216216217,0.7837837837837838,6,34,15,0.4411764705882353,3.5714285714285716,0.0,0.0,0,37,23,flat_memory,dag
lifetime_reuse,random,remove_composition,0,2,0,1,0,1.5,0.0,1.0,0,0,0,0.0,50.0,0.0,0.0,0,2,2,collapse,dag
lifetime_reuse,random,remove_hierarchy,0,37,14,1,14,5.5675675675675675,0.16216216216216217,0.7837837837837838,6,34,15,0.4411764705882353,3.5714285714285716,0.0,0.0,0,37,23,flat_memory,dag
lifetime_reuse,no_regularities,standard,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
lifetime_reuse,no_regularities,equal_abstraction_budget,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
lifetime_reuse,no_regularities,remove_composition,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
lifetime_reuse,no_regularities,remove_hierarchy,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
lifetime_reuse,hierarchical,standard,0,49,47,2,29,4.714285714285714,4.326530612244898,4.36734693877551,212,153,153,1.0,1.0638297872340425,1.0,0.7346938775510204,11,49,2,reusable_feature_graph,dag
lifetime_reuse,hierarchical,equal_abstraction_budget,0,49,35,2,27,5.408163265306122,4.142857142857143,4.183673469387755,203,133,133,1.0,1.4285714285714286,1.0,0.7755102040816326,11,49,14,reusable_feature_graph,dag
lifetime_reuse,hierarchical,remove_composition,0,9,5,1,5,10.88888888888889,9.555555555555555,10.0,86,38,38,1.0,10.0,0.0,0.0,0,9,4,flat_reusable_features,dag
lifetime_reuse,hierarchical,remove_hierarchy,0,23,21,1,21,8.043478260869565,7.217391304347826,7.304347826086956,166,94,94,1.0,2.380952380952381,0.0,0.0,0,23,2,flat_reusable_features,dag
lifetime_reuse,compositional,standard,0,49,47,2,29,4.714285714285714,4.326530612244898,4.36734693877551,212,172,172,1.0,1.0638297872340425,1.0,0.7346938775510204,11,49,2,reusable_feature_graph,dag
lifetime_reuse,compositional,equal_abstraction_budget,0,49,35,2,27,5.408163265306122,4.142857142857143,4.183673469387755,203,153,153,1.0,1.4285714285714286,1.0,0.7755102040816326,11,49,14,reusable_feature_graph,dag
lifetime_reuse,compositional,remove_composition,0,9,5,1,5,10.88888888888889,9.555555555555555,10.0,86,53,53,1.0,10.0,0.0,0.0,0,9,4,flat_reusable_features,dag
lifetime_reuse,compositional,remove_hierarchy,0,23,21,1,21,8.043478260869565,7.217391304347826,7.304347826086956,166,98,98,1.0,2.380952380952381,0.0,0.0,0,23,2,flat_reusable_features,dag
lifetime_reuse,partial,standard,0,49,39,3,22,4.428571428571429,2.0,2.204081632653061,98,40,39,0.975,1.2820512820512822,1.0,0.6938775510204082,18,49,10,abstraction_dag,dag
lifetime_reuse,partial,equal_abstraction_budget,0,49,35,3,20,5.244897959183674,2.0,2.204081632653061,98,38,37,0.9736842105263158,1.4285714285714286,1.0,0.7755102040816326,18,49,14,abstraction_dag,dag
lifetime_reuse,partial,remove_composition,0,14,5,1,5,7.357142857142857,3.7857142857142856,4.428571428571429,53,23,19,0.8260869565217391,10.0,0.0,0.0,0,14,9,flat_reusable_features,dag
lifetime_reuse,partial,remove_hierarchy,0,25,15,1,15,7.72,2.92,3.32,73,28,28,1.0,3.3333333333333335,0.0,0.0,0,25,10,flat_memory,dag
lifetime_reuse,anti_compositional,standard,0,46,46,3,27,4.0,4.0,4.0,184,142,142,1.0,1.0869565217391304,1.0,0.8260869565217391,12,46,0,abstraction_dag,dag
lifetime_reuse,anti_compositional,equal_abstraction_budget,0,46,35,3,26,5.586956521739131,3.9347826086956523,3.9347826086956523,181,122,122,1.0,1.4285714285714286,1.0,0.8695652173913043,12,46,11,abstraction_dag,dag
lifetime_reuse,anti_compositional,remove_composition,0,5,4,1,4,15.0,13.6,13.8,68,34,34,1.0,12.5,0.0,0.0,0,5,1,flat_reusable_features,dag
lifetime_reuse,anti_compositional,remove_hierarchy,0,18,18,1,18,6.777777777777778,6.777777777777778,6.777777777777778,122,73,73,1.0,2.7777777777777777,0.0,0.0,0,18,0,flat_reusable_features,dag
novelty,random,standard,0,38,13,1,13,5.2368421052631575,0.15789473684210525,0.8157894736842105,6,31,14,0.45161290322580644,3.8461538461538463,0.0,0.0,0,38,25,flat_memory,dag
novelty,random,equal_abstraction_budget,0,38,13,1,13,5.2368421052631575,0.15789473684210525,0.8157894736842105,6,31,14,0.45161290322580644,3.8461538461538463,0.0,0.0,0,38,25,flat_memory,dag
novelty,random,remove_composition,0,2,0,1,0,1.5,0.0,1.0,0,0,0,0.0,50.0,0.0,0.0,0,2,2,collapse,dag
novelty,random,remove_hierarchy,0,38,13,1,13,5.2368421052631575,0.15789473684210525,0.8157894736842105,6,31,14,0.45161290322580644,3.8461538461538463,0.0,0.0,0,38,25,flat_memory,dag
novelty,no_regularities,standard,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
novelty,no_regularities,equal_abstraction_budget,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
novelty,no_regularities,remove_composition,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
novelty,no_regularities,remove_hierarchy,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,50.0,0.0,0.0,0,0,0,collapse,dag
novelty,hierarchical,standard,0,49,33,1,33,4.918367346938775,1.346938775510204,1.6734693877551021,66,46,36,0.782608695652174,1.5151515151515151,0.0,0.0,0,49,16,flat_memory,dag
novelty,hierarchical,equal_abstraction_budget,0,49,33,1,33,4.918367346938775,1.346938775510204,1.6734693877551021,66,46,36,0.782608695652174,1.5151515151515151,0.0,0.0,0,49,16,flat_memory,dag
novelty,hierarchical,remove_composition,0,9,5,1,5,10.777777777777779,9.555555555555555,10.0,86,38,38,1.0,10.0,0.0,0.0,0,9,4,flat_reusable_features,dag
novelty,hierarchical,remove_hierarchy,0,49,33,1,33,4.918367346938775,1.346938775510204,1.6734693877551021,66,46,36,0.782608695652174,1.5151515151515151,0.0,0.0,0,49,16,flat_memory,dag
novelty,compositional,standard,0,49,33,1,33,4.918367346938775,1.346938775510204,1.6734693877551021,66,47,43,0.9148936170212766,1.5151515151515151,0.0,0.0,0,49,16,flat_memory,dag
novelty,compositional,equal_abstraction_budget,0,49,33,1,33,4.918367346938775,1.346938775510204,1.6734693877551021,66,47,43,0.9148936170212766,1.5151515151515151,0.0,0.0,0,49,16,flat_memory,dag
novelty,compositional,remove_composition,0,9,5,1,5,10.777777777777779,9.555555555555555,10.0,86,53,53,1.0,10.0,0.0,0.0,0,9,4,flat_reusable_features,dag
novelty,compositional,remove_hierarchy,0,49,33,1,33,4.918367346938775,1.346938775510204,1.6734693877551021,66,47,43,0.9148936170212766,1.5151515151515151,0.0,0.0,0,49,16,flat_memory,dag
novelty,partial,standard,0,49,33,2,30,4.6938775510204085,0.8163265306122449,1.1428571428571428,40,16,11,0.6875,1.5151515151515151,1.0,0.12244897959183673,36,49,16,mixed,dag
novelty,partial,equal_abstraction_budget,0,49,33,2,30,4.6938775510204085,0.8163265306122449,1.1428571428571428,40,16,11,0.6875,1.5151515151515151,1.0,0.12244897959183673,36,49,16,mixed,dag
novelty,partial,remove_composition,0,13,5,1,5,8.0,4.153846153846154,4.769230769230769,54,23,19,0.8260869565217391,10.0,0.0,0.0,0,13,8,flat_reusable_features,dag
novelty,partial,remove_hierarchy,0,45,29,1,29,5.133333333333334,0.9111111111111111,1.2666666666666666,41,15,12,0.8,1.7241379310344827,0.0,0.0,0,45,16,flat_memory,dag
novelty,anti_compositional,standard,0,46,36,1,36,4.956521739130435,1.7608695652173914,1.9782608695652173,81,48,48,1.0,1.3888888888888888,0.0,0.0,0,46,10,flat_memory,dag
novelty,anti_compositional,equal_abstraction_budget,0,46,35,1,35,5.326086956521739,1.7608695652173914,1.9565217391304348,81,44,44,1.0,1.4285714285714286,0.0,0.0,0,46,11,flat_memory,dag
novelty,anti_compositional,remove_composition,0,5,4,1,4,15.2,13.6,13.8,68,34,34,1.0,12.5,0.0,0.0,0,5,1,flat_reusable_features,dag
novelty,anti_compositional,remove_hierarchy,0,46,36,1,36,4.956521739130435,1.7608695652173914,1.9782608695652173,81,48,48,1.0,1.3888888888888888,0.0,0.0,0,46,10,flat_memory,dag
prediction_lifetime,random,standard,0,37,14,2,14,5.891891891891892,0.16216216216216217,0.7837837837837838,6,34,15,0.4411764705882353,3.5714285714285716,1.0,0.05405405405405406,14,37,23,mixed,dag
prediction_lifetime,random,equal_abstraction_budget,0,37,14,2,14,5.891891891891892,0.16216216216216217,0.7837837837837838,6,34,15,0.4411764705882353,3.5714285714285716,1.0,0.05405405405405406,14,37,23,mixed,dag
prediction_lifetime,random,remove_composition,0,2,0,1,0,1.5,0.0,1.0,0,0,0,0.0,50.0,0.0,0.0,0,2,2,collapse,dag
